"","logFC","logCPM","LR","PValue","FDR"
"RP11-20B7.1",1.42376483701752,-2.66514255582368,34.5655541666223,4.12135117273081e-09,4.45590164479767e-08
"TUBB2BP1",1.00162654532412,-3.02152650178547,34.3577573782022,4.58568947333414e-09,4.92575814938516e-08
"IGKV1OR2-1",1.00086265456629,0.800812565877326,34.3533920374075,4.59598649065308e-09,4.93261531962187e-08
"AC017079.3",-1.07175005880859,-4.80882902049034,34.3334616625725,4.64329347231345e-09,4.97882204422265e-08
"MIR18B",-1.31224115222721,-4.63215810156557,34.2874908836062,4.75427825574604e-09,5.08943443642366e-08
"IL17A",1.65049534702458,0.339840682180721,34.1228410883454,5.17403541121365e-09,5.51156258474458e-08
"PGLYRP3",1.29472914091958,-2.73517605513516,34.0333983810104,5.4174159906729e-09,5.75615202320517e-08
"IGKV1OR-2",1.10270157590311,2.04408190324198,34.0284952697592,5.43108442285856e-09,5.76962760507123e-08
"CXCL10",1.04813374355559,4.59897143524099,33.9466681991946,5.66436011561421e-09,6.00110447875102e-08
"FAM83A-AS1",1.37087283884038,-2.73072920862164,33.7150348202339,6.38056348577185e-09,6.70887706506129e-08
"DEFA1",1.40422395740825,-2.56431326880531,33.643254814997,6.62040502540994e-09,6.94359469009124e-08
"LIPN",1.18401868994981,-2.2609239683537,33.49757900777,7.13527515394814e-09,7.45820402053332e-08
"RP11-404O13.1",1.03634191036642,-4.71473803172989,33.4529071331017,7.30105635921502e-09,7.62059964984305e-08
"MT1CP",-1.85455537145387,-2.33976696406255,33.4440274750847,7.33446633683448e-09,7.65137803737792e-08
"IGHV4-61",1.05452281512831,8.83059987466305,33.4001469570255,7.50182964726454e-09,7.81900406547658e-08
"RP11-221J22.2",1.0362763840578,-1.70889387264458,33.264066605352,8.04556566988043e-09,8.35596602065807e-08
"RNU6-1177P",-1.25236260656744,-4.66218636290814,33.0544640902289,8.96130608611909e-09,9.2692024988341e-08
"WISP1-OT1",1.13158123842115,-0.829227327623808,33.0207422012671,9.11808902213335e-09,9.42470932411396e-08
"SERPINB5",1.02193594450565,3.76554007387429,32.9389354919001,9.50994448613724e-09,9.79859139272352e-08
"AC079325.6",1.13731418616084,-0.966363295969825,32.8526351594562,9.94162179132391e-09,1.02110121747182e-07
"RP4-781L3.1",1.17135790212563,-3.57224010460975,32.8444407278109,9.98361720077102e-09,1.02505475975074e-07
"RP3-434P1.6",1.34317376181506,-1.5449223920673,32.7181280999397,1.06538955151958e-08,1.09043123667596e-07
"IGHV1-17",1.03897004156553,1.91027873556529,32.4084723053828,1.249405654875e-08,1.26768752680139e-07
"IGLV3-22",1.13027610008247,1.43663134622977,32.3860509638836,1.26390485186937e-08,1.2809407679076e-07
"SNRPGP8",-1.16514347901716,-4.7833758222162,32.3112676454358,1.31349455125379e-08,1.32627596821216e-07
"RP5-998N21.4",1.01683059120944,-3.80036375486308,32.294055607812,1.32518122117332e-08,1.33692304409494e-07
"C4BPA",1.577106521045,3.39813460636541,32.2796490432313,1.33504305637431e-08,1.34571236361093e-07
"AF131215.1",-1.06611440438666,-3.62983233376058,31.9849924831738,1.55368255345588e-08,1.55060910229284e-07
"RP11-424M24.3",2.14825306880231,-1.62618873203984,31.7818734851448,1.72495103726102e-08,1.71074452643051e-07
"IL13RA2",1.33134011471555,2.50012354746116,31.7021373165186,1.79724299959441e-08,1.77843423211317e-07
"SLC6A14",1.56065849589126,5.25794645484273,31.701905871238,1.79745719413393e-08,1.77843423211317e-07
"IGKV2D-40",1.41202621392089,6.79714624720021,31.6401104507752,1.85557133084525e-08,1.83252542299e-07
"DUOXA2",1.67243849526073,7.19366737499327,31.537457753669,1.95629870071404e-08,1.92712380341e-07
"DSG3",1.27885099644683,-0.389156542595003,31.35190718196,2.15247152081104e-08,2.110071076783e-07
"TNFRSF6B",1.58660015053211,6.007618737193,31.2661431767061,2.24968968488262e-08,2.200582301823e-07
"IL11",1.23420918478753,1.61548307151156,31.2144087717772,2.31044793800807e-08,2.25511432828526e-07
"DUOX2",1.57172575385188,7.39300044303714,31.2102712022008,2.31537761861169e-08,2.25917238665606e-07
"DEFA3",1.6505117230514,-1.88283976779819,31.1504223896335,2.38787396970185e-08,2.32603089551983e-07
"IGHV1-58",1.16671142561737,6.24292269322328,30.9755966680881,2.61293194448052e-08,2.52884453644415e-07
"DEFB103A",1.42728361689524,-2.22761948508258,30.9421569124961,2.65834192188917e-08,2.56939393289251e-07
"DEFB103B",1.42728361689524,-2.22761948508258,30.9421569124961,2.65834192188917e-08,2.56939393289251e-07
"MPO",1.00757637288087,-2.91637616995561,30.8086511885014,2.84765513688723e-08,2.74105541498665e-07
"IGHV1-67",1.11440375766966,3.77840550529136,30.8009348981416,2.85900090622252e-08,2.74971518546864e-07
"RP11-396O20.1",-1.01965490079588,-2.87262157146574,30.7334293015797,2.96020994500178e-08,2.84098600887642e-07
"ST6GAL2-IT1",-1.10649121526132,-3.85107908090643,30.6439409991121,3.09993123604404e-08,2.96244898200917e-07
"RP1-200G19.1",1.02741413570669,-5.34529327619193,30.5943144555656,3.18024324413633e-08,3.03374988785387e-07
"LINC01506",1.28070829039473,-0.358559512761251,30.5847134682571,3.19601977676166e-08,3.04780611724294e-07
"LINC01093",1.26406932556406,-3.53901713950966,30.5344873011628,3.27983937120543e-08,3.12155582124983e-07
"RP11-531H8.2",1.4325906350781,-2.39174990296465,30.5102949832722,3.32099488951686e-08,3.15721093102802e-07
"AC108463.2",1.06550977988465,-0.0881612929787297,30.4539145770581,3.41892724704056e-08,3.24346406558278e-07
"CHI3L1",1.63020386971239,5.96495628363041,30.3979450111222,3.51900752801048e-08,3.33354478098552e-07
"IGHG1",1.64741934117311,13.1336524734103,30.3717434183566,3.56686254596531e-08,3.37614529581229e-07
"AC073465.2",-1.00933196777552,-3.99716066766328,30.2167044654582,3.8636736200916e-08,3.64059949995557e-07
"SAA2-SAA4",1.71503616079951,1.56735903431298,30.1188659056294,4.06358770908313e-08,3.81423267179441e-07
"NMUR2",1.44679269793478,-2.28799234682197,30.0469886079215,4.21702895265941e-08,3.94812673852886e-07
"MMP13",1.11522140722492,-2.40192651611308,29.9402458917325,4.45567696084195e-08,4.16126192567482e-07
"IGLV4-60",1.08363602766192,6.73007196579372,29.9400804797041,4.45605708567496e-08,4.16126192567482e-07
"RP11-731F5.1",1.06160491722157,-0.988815207021824,29.9247749175419,4.49137096468123e-08,4.19022787082743e-07
"FAM25G",1.24474628432534,0.447017637804329,29.8260914784389,4.72588913497357e-08,4.399903527445e-07
"RP5-1009N12.1",1.29519665970657,-4.23310147853002,29.7979174308092,4.79506793922241e-08,4.46289052282208e-07
"SBSN",1.28223826719959,-3.0223976372509,29.7779680238775,4.84466456722561e-08,4.50475292552131e-07
"RP1-152L7.9",1.41130608992626,-2.7828112884307,29.7558565184458,4.90023720108041e-08,4.55280968337879e-07
"NOS2",1.48274674484078,6.51954659684844,29.5953309567168,5.32330120230294e-08,4.93334726149766e-07
"MIR3683",-1.07071452863206,-5.05171417612676,29.5486722348862,5.45299957749738e-08,5.04635273993448e-07
"RP11-232L2.2",-1.2853696041389,-3.11202674479799,29.429514269899,5.79877650034542e-08,5.34437158907426e-07
"SLCO1B3",1.51766889698249,-0.277520267646812,29.3772492762833,5.95729222134322e-08,5.48097107313144e-07
"CXCL17",1.70551117686073,0.493398739110029,29.3340239123574,6.09166662128144e-08,5.59317065177087e-07
"DNAH8",1.12220104964819,-3.52019421723742,29.1535939875399,6.68616009255782e-08,6.10263308260845e-07
"MSGN1",1.15151597762315,-3.85474901742766,29.0258761193136,7.1417931885353e-08,6.49823234710572e-07
"KLK8",1.71061818641848,-0.766485905125766,29.0047546259144,7.22008701626896e-08,6.56436806804606e-07
"RP11-211G3.2",1.0682489790567,-0.126551924358608,28.9202210463366,7.54214327491835e-08,6.84123361781342e-07
"IGHV3OR16-6",1.08432677937083,1.09145045799487,28.8822145431033,7.69159372077275e-08,6.97139276621503e-07
"AC103563.4",1.39254629947945,1.0387828798424,28.8781168628238,7.70788293278849e-08,6.98507495754899e-07
"MMP7",1.73245715923466,4.57474255200242,28.7173942623245,8.37481242359231e-08,7.55320576788899e-07
"IGHV1-45",1.13237680718497,3.70951173169136,28.6302620627818,8.76023761514346e-08,7.87896336543193e-07
"IL19",1.4218226261137,0.342130974419451,28.5860696012373,8.9624642975441e-08,8.04971240867819e-07
"AC141002.1",-1.04052816631009,-5.06836848815127,28.5850186608581,8.96732997010128e-08,8.05284669587551e-07
"MIR4488",-1.31272802328083,-4.22697025167976,28.5283451414129,9.23367665328731e-08,8.27805901435334e-07
"LINC01293",1.13920562684851,-1.12728134215049,28.0042029806072,1.21052246436214e-07,1.06581340009523e-06
"KLK6",1.65111686737185,-0.158507771936816,27.8384497293611,1.31879013195922e-07,1.15419281714942e-06
"RP11-19P22.5",1.03267488546438,-2.05094694405932,27.8252943795025,1.32778775664471e-07,1.16154634783072e-06
"RP11-483A20.3",-1.30174628931725,-4.16202844826949,27.8050969121189,1.34172172808612e-07,1.17215886571895e-06
"OR4C6",1.00828050556659,-4.12069425032981,27.7524576375711,1.37872942362558e-07,1.20161966922209e-06
"RP11-818F20.5",1.12714105563057,-4.32736479535025,27.6622873897219,1.44451576623913e-07,1.25484400628438e-06
"RP11-788H18.1",-1.00908120788508,-3.37558380026189,27.6612696019511,1.4452760021308e-07,1.25531808769224e-06
"AC016735.2",1.21918262464841,-1.53524052905548,27.6606392296104,1.44574705939217e-07,1.2555408948489e-06
"MMP12",1.39131494504894,6.75875182042922,27.6104480659751,1.48375142913252e-07,1.28625490502965e-06
"RP11-10J5.1",1.12458280424777,-1.98389422461128,27.5580906609468,1.52446346310747e-07,1.31978845732103e-06
"SERPINA3",1.36829228203624,3.79300181738699,27.474545903347,1.5917573332955e-07,1.37540242394487e-06
"RNU6-1187P",-1.02525284527546,-5.11863133712267,27.2855238544086,1.75520569753308e-07,1.50750892636375e-06
"MTND2P13",1.96335747764841,-0.701393082469822,27.0302686079728,2.00294337400162e-07,1.70974705396836e-06
"RP11-469A15.2",1.23257379679649,-3.63661793721659,26.9667591488578,2.06984634825583e-07,1.76248636236468e-06
"RP11-121P12.1",1.23599224235467,-3.22210142621974,26.9150790813168,2.12593741625405e-07,1.80683069051484e-06
"LINC00706",1.00717351875425,-4.43436523676637,26.8218606739808,2.23099286314643e-07,1.89062592416423e-06
"IGLV1-41",1.11768588491238,4.66569660314179,26.7736746447628,2.28732184710197e-07,1.93555846992186e-06
"AC004920.2",-1.38986411911418,-1.55977747951711,26.7547370831703,2.30984790697635e-07,1.95292601716099e-06
"AC009892.2",1.01827368707744,-4.81662903922803,26.7210975153385,2.35041157681253e-07,1.98381073048498e-06
"KRT16P1",1.10014585950781,-2.94300987444336,26.6480221844296,2.44100535182641e-07,2.05461523386004e-06
"LINC01050",1.1645301556912,-2.85576752156868,26.4444487425955,2.71226819542433e-07,2.26696349427326e-06
"WI2-87327B8.2",1.19113352375768,-2.01680974395509,26.4296476137288,2.73313074702845e-07,2.28309654352116e-06
"SERPINB7",1.63524199069199,3.87530556860778,26.3590447053095,2.83488255025549e-07,2.36337131582838e-06
"IGHV1-69",1.23591142583767,8.44699492924821,26.2775994105251,2.95698612085493e-07,2.4585119439823e-06
"KLK7",1.41644198739019,-0.839567443199088,26.131731125558,3.18900049462002e-07,2.63792317946491e-06
"RP11-469H8.6",1.17679700856287,-4.16879107616389,26.1101641137992,3.22481971629602e-07,2.66529231854976e-06
"TBCAP1",-1.01615252515297,-3.84967845750551,26.0564690754132,3.31576007939302e-07,2.73543195498164e-06
"REG3G",1.07769628722007,-3.05136688872083,25.9835070196618,3.44346599279593e-07,2.83359679080974e-06
"AC005599.1",-1.39442322214243,-3.76995961502421,25.9697412822504,3.46810747655452e-07,2.85267072323088e-06
"RP11-654D12.2",-1.65498158483156,-0.997332056026888,25.8884805839982,3.61721316522682e-07,2.96780854173187e-06
"RP11-160C18.4",1.20652147093387,-4.99669385660358,25.8518693479876,3.6864750358572e-07,3.02040130195305e-06
"RP11-254I22.3",1.07613505603459,-1.77211193507809,25.803509540612,3.78000522099328e-07,3.08973870062438e-06
"CTD-3214H19.16",1.18596320566847,2.23479526194544,25.7506699090598,3.88492144679651e-07,3.17012190117567e-06
"DEFB4B",1.61013225222332,3.08154390612296,25.7440099993841,3.89835059929427e-07,3.18063669975043e-06
"KLK10",1.47890707165597,2.99724902992626,25.6263545468624,4.14341606581571e-07,3.36556949112837e-06
"IGHVIII-25-1",1.02280500373186,-5.36838611447009,25.6144310655993,4.16909774010914e-07,3.38408149989109e-06
"CCL25",1.08431431732165,-0.81904275905932,25.5747481438065,4.25572464926118e-07,3.44860967465459e-06
"IRG1",1.2762730926974,-2.08133083135208,25.5448064296757,4.32227915572919e-07,3.49581350621745e-06
"IL21",1.17806023042957,-0.752574034952884,25.5134660267301,4.39306067782426e-07,3.54717829896505e-06
"RP5-884M6.1",1.00656446165121,-0.91695058558716,25.4383797495855,4.56740464922862e-07,3.67831002740409e-06
"IGKV3OR2-5",1.22905663933206,-4.0481013558671,25.3947655625475,4.67184060599007e-07,3.75621376047483e-06
"RP11-309J13.1",-1.57446775287597,-2.80236754984811,25.2605290117426,5.00854053926397e-07,4.01039576576665e-06
"CYP2AB1P",1.16187051100548,-2.66513043011012,25.2483174823874,5.04035201361155e-07,4.03366007445101e-06
"IGKV1OR2-2",1.82192454959468,-2.94554018350879,25.0991711614034,5.44562595213735e-07,4.3378224203469e-06
"RP11-430A19.2",1.24606527667045,-4.8406837837614,25.0889524610994,5.47456035154313e-07,4.35909074848585e-06
"SPRR2E",1.19015848665703,-4.19654955887061,24.9698954839163,5.82324970322613e-07,4.61851017253836e-06
"LINC00393",-1.02530652051369,-4.481959622604,24.8554137371544,6.17952559129504e-07,4.88386975968874e-06
"IGHV1OR16-1",1.15974670843799,4.51453889341532,24.7152412133249,6.64565514632322e-07,5.22966682510986e-06
"RP11-301M17.2",-1.14720908480861,-4.53998459929602,24.6615694783892,6.83332919688843e-07,5.36724946877866e-06
"CLEC12B",1.00951770336406,-2.40417324204223,24.61179519441,7.01212139045774e-07,5.50103742969368e-06
"SAA4",1.5493128007358,1.29148997225634,24.43423607303,7.68900794856267e-07,5.99269544788496e-06
"RP11-284A20.1",1.28775264479577,-4.89578268558189,24.2359811427887,8.52251453255313e-07,6.60100106542005e-06
"ALDOB",1.20910891072838,3.65450686252665,24.067040604791,9.30392333457486e-07,7.17206018483481e-06
"TNIP3",1.55105872148327,5.11206335344695,23.9380213188625,9.94873780471422e-07,7.63092963673781e-06
"SPRR2A",1.47579840774975,0.895909152549889,23.9344962999067,9.96697050061876e-07,7.64190988573578e-06
"CTC-250I14.6",1.03982949455155,-3.27341179451013,23.8111033941145,1.06267684616317e-06,8.11166032931435e-06
"RNU2-32P",1.30466422855315,-4.52193409099993,23.7802992539809,1.07982051184133e-06,8.23822391278866e-06
"RNU1-39P",-1.04427928883113,-4.37204085871714,23.7613618878829,1.09049725895999e-06,8.30776641283184e-06
"LUCAT1",1.24936115527682,1.00880537626757,23.7182082937911,1.11522412023594e-06,8.48620158791939e-06
"RN7SL736P",1.15458167185325,-5.06915418964033,23.5297821180514,1.22995077053147e-06,9.29635010907711e-06
"CXCL11",1.15841316690199,2.51785807992825,23.4463059954125,1.28449129682825e-06,9.69606199607587e-06
"AC092580.3",1.06298664669961,-2.24172481107338,23.4136506666253,1.30648145206825e-06,9.84427970913377e-06
"LINC00322",1.0375127719896,-4.54086514333466,23.3918951032387,1.32134086030977e-06,9.94472125884376e-06
"RP11-298O21.2",1.14113956811896,-2.44519971464895,23.1197676287419,1.52217730476323e-06,1.13439328389104e-05
"IL22",1.60709781992351,-0.567258387450611,23.012191462952,1.60977315736076e-06,1.19495642137723e-05
"RP11-108P20.4",1.3595342643585,-2.29250036532675,22.9241667009383,1.68519779441385e-06,1.24821509512542e-05
"SAA2",1.60089642926819,5.48796159431896,22.9239826983846,1.6853591144968e-06,1.24821509512542e-05
"HMGN2P23",1.15349862269822,-3.55554384292809,22.8620332083777,1.74056200708948e-06,1.28681974359404e-05
"RNU1-83P",1.18046543314906,-4.87149962398949,22.7890074293423,1.80796878036656e-06,1.33345387400344e-05
"RNU6-1036P",-1.23118868442282,-4.03277541904393,22.7837688254002,1.81290377527119e-06,1.33675671593765e-05
"LINC00525",1.00971709795864,-1.31143664018315,22.7094221550312,1.88441599916144e-06,1.38564595973017e-05
"IGKV1OR1-1",1.00422267271647,0.469385488962111,22.0183339977597,2.7005845237485e-06,1.93474120048791e-05
"LL22NC03-84E4.8",1.32536591542257,-4.79226551775657,21.876414095987,2.90786115797543e-06,2.0703122434228e-05
"AC011754.1",1.0371307384409,-4.31825065428248,21.8150551423357,3.00235040394329e-06,2.13421055557363e-05
"RP11-170L3.5",1.14410961805843,0.219378828839145,21.7567260950262,3.0950287237516e-06,2.19555710337986e-05
"IL17C",1.30801826411979,-1.28268556336259,21.4492080796753,3.63326045628766e-06,2.55016712573493e-05
"IGKV3OR22-2",1.12517712916149,-1.18663854389254,21.328764390663,3.86882604961523e-06,2.70415831515206e-05
"IGHV2-70",1.29470022005216,8.7355731090387,21.322352120995,3.88178845822296e-06,2.71289452745451e-05
"AC008984.7",1.25543238867655,-2.50267517993164,21.215333217424,4.10467567266308e-06,2.85978617936826e-05
"AC104162.1",-1.31177938278914,-3.64240446239976,21.1135052164855,4.32866664784227e-06,3.00368611451649e-05
"SERPINB2",1.12057409875466,-2.70773853479722,21.0768068475675,4.41236506375283e-06,3.0581389506285e-05
"SAA1",1.67250454979419,6.42378459823224,21.047085748291,4.48133924574637e-06,3.10373843808356e-05
"KRT16P2",1.05806107218431,-2.74530484416855,20.8880179909071,4.86930954664424e-06,3.35418399138191e-05
"DEFB4A",1.55706011124698,6.08955052583845,20.8289105454583,5.02191517594021e-06,3.44996553300534e-05
"KB-1410C5.4",1.17560293076239,-4.61211453655499,20.6907856023033,5.39751171504908e-06,3.68980230827628e-05
"AC069542.1",1.1876868753593,-3.60062529593552,20.261903627934,6.75319701007692e-06,4.55037266900481e-05
"IGKV1OR2-118",1.01196610417808,0.829829535309746,19.9712595068938,7.86149675079605e-06,5.24255054516395e-05
"FAM25A",1.19592905051766,-2.45405017173587,19.6590337540389,9.2564656019732e-06,6.10394808890005e-05
"CH17-212P11.5",1.20811514629978,5.69067822802025,19.5915639149846,9.58916725483615e-06,6.30557780249473e-05
"LL22NC03-75A1.9",1.03135797065901,-4.84556690979145,19.5228976713208,9.94010060882284e-06,6.51949398218926e-05
"RP11-321E2.3",1.06775780191325,-4.26574079962821,19.4322054738158,1.04234459630801e-05,6.81207986089669e-05
"SPRR3",1.4533992844856,-0.266808001156464,19.2674967672931,1.13624282806077e-05,7.37713282332246e-05
"KRT6B",1.42733535979516,0.58928177646119,19.0988798441976,1.24117713272695e-05,8.00778861379253e-05
"KB-1589B1.4",1.03137622010219,-5.17008588292927,19.0580915823145,1.26798987029076e-05,8.16727263580191e-05
"RP11-232A1.2",1.03360441825255,-3.9820603599008,18.8835099289145,1.38948597437921e-05,8.8802929285255e-05
"IGKV1-13",1.18243713836175,-0.688781852426258,18.874446164919,1.39610374687645e-05,8.91884899925744e-05
"IGLVIVOR22-2",-1.00908502842297,-2.88950806872258,18.8386675036876,1.42253757844542e-05,9.07583007096257e-05
"KRT16",1.47191306009628,-1.46153271912433,18.8241630359833,1.43339637190648e-05,9.13614564032397e-05
"ORM1",1.1708899705295,-1.36669020275637,18.7964974555411,1.45433962725462e-05,9.25652771565516e-05
"AC061961.2",-1.00657846278904,-3.05965779637532,18.7694552376144,1.47510799505924e-05,9.3754583300225e-05
"RP11-447E20.1",1.05820692596327,-4.14518243367056,18.726341107148,1.50883737990266e-05,9.57008765811459e-05
"AC018878.3",1.01945930057754,-5.23653360335589,18.7131045491884,1.51934731768325e-05,9.63257311451569e-05
"RP11-43P8.2",-1.08227017608027,-2.00386026609581,18.5897741768739,1.62087678653271e-05,0.000102286168918525
"FAM3B",1.56552071548445,1.91978865459586,18.2848842978156,1.90210485044699e-05,0.000118714710747104
"IGKV3D-25",1.33161916673203,-2.82215064475317,18.2256126179973,1.96222282900143e-05,0.000122193977703223
"AC013262.1",1.42482938293003,0.798196786605024,18.2117583312213,1.9765479865364e-05,0.000122980538341544
"NPSR1",1.22671552384687,-1.09220134206756,17.9847998029695,2.22675959174938e-05,0.000137423682745482
"IFNWP19",1.01276515885516,-3.39244457728497,17.8529149791879,2.38653410033717e-05,0.000146465521904501
"MZT1P1",1.0669837266126,-4.76382949860477,17.7264733046286,2.55052290623456e-05,0.000155745829053079
"LINC01502",1.01262347078252,-1.19354257975298,17.5610068470378,2.78235540588435e-05,0.000168950578723776
"RP11-213H15.4",1.01016782249992,-2.70989090780507,17.5451033677599,2.80572384225622e-05,0.000170263565060351
"KRT6A",1.35573544093657,0.122654932791167,17.5373553944922,2.81717999796382e-05,0.000170923328012476
"DMBT1",1.37930336683549,7.04334723954382,17.3235808955426,3.15250493409965e-05,0.000189561553900679
"IGKV2D-14",1.35306864472397,-3.17443466729734,17.1736387702372,3.41137579370205e-05,0.000204075801850781
"DEFA1B",1.16375726773587,-2.79456302365703,17.1403498678958,3.47168735987661e-05,0.000207450511588135
"RP11-625L16.3",1.1974167998355,-0.571696329753747,16.9427669495214,3.85238182293987e-05,0.00022838005855524
"SFTPC",1.60564111388487,-3.54464224737365,16.8677495929364,4.00767753479205e-05,0.000236747067776491
"RNU4-73P",-1.21227847531833,-3.61233261969415,16.8507545664618,4.04372495265795e-05,0.000238707846610202
"RP11-178F10.2",1.05786249481545,-3.14400039028392,16.5750998636846,4.67609558182858e-05,0.000273144842629939
"MUC5AC",1.12942038221216,-1.07502964648589,16.2990976617634,5.40897022295045e-05,0.000311999382345705
"AC124944.5",1.19064920075512,-2.69726731663335,16.2472450164834,5.55903695405067e-05,0.000319835901198251
"CTD-2545M3.8",1.13003543276041,-3.16068078402361,16.1847904713089,5.74535654466586e-05,0.000329907031416822
"SNRPFP2",1.08393756367736,-4.38127179260175,15.9279339747428,6.58003912728719e-05,0.000373583827983465
"AC005256.1",1.11055183385345,-3.22907766016031,15.7646541282636,7.1730150026634e-05,0.000404464331839168
"MTND4LP30",1.47833674749178,4.12263445703696,15.6186739001556,7.7485581918904e-05,0.000434989563186757
"RP11-98L5.4",1.13382617064344,-3.56823109008046,15.5693986624042,7.95314145378784e-05,0.000445321135133448
"RP11-466P24.5",1.04701926466937,-4.18315893943485,15.5668083635493,7.96404509102227e-05,0.000445846350590193
"RP1-276N6.2",1.1518902355758,-2.84221197221797,15.1550896488035,9.90309984869129e-05,0.000542921794421367
"AC000067.1",1.27683582805282,-4.12116528061362,15.1026278633569,0.000101821449295393,0.000556915747529305
"IGLV3-15",1.11467719812939,-3.75109847031701,14.9895393382553,0.000108108799354244,0.000587952734263335
"SPRR1A",2.34228386132655,0.0753694771865587,14.9093682031821,0.000112801427626187,0.000611201810054157
"MTND1P27",-1.1072531498741,-2.36965741981954,14.4182341961626,0.000146378081692822,0.000777159652815996
"MIR31HG",1.01898034730461,-3.5165693402517,14.383630822428,0.000149092749468458,0.000789924322822019
"IGLCOR22-1",1.05264871545645,-0.87231671611999,14.2573210438028,0.000159439400075953,0.000840028038354796
"CTD-2526L21.3",-1.01654014785473,-3.95496241618515,14.2133431638446,0.00016320910686219,0.000857881243937742
"AL133167.2",-1.06295862171202,-3.59146867192917,14.0075571849414,0.000182077359611388,0.000950088091816012
"SPRR1B",1.53349079542892,3.11766660929152,13.6356721294318,0.000221928402696648,0.00113920138011852
"DEFA6",1.4830781763493,4.36907466813019,13.5896066866456,0.000227441278666447,0.00116505675209411
"RP13-820C6.4",1.10028831934468,-4.51733919581205,13.4832346701715,0.000240704490971828,0.00122730350493425
"RPS26P4",1.48675217322486,-1.11982391141634,13.481580943917,0.000240916728566579,0.00122817165702356
"REG3A",1.72959119578754,5.97591864196321,13.3603927851795,0.000256994476088435,0.00130264548056466
"NIFKP9",1.1462338620144,-4.06611758249967,12.9031533904346,0.000328029006255959,0.00162746435758933
"LPAR4",-1.21018733727137,1.65310112934422,12.8014438154322,0.000346351950101747,0.00170953036415237
"AC002331.1",1.09627181136991,-1.21312032826488,12.7651079056958,0.00035314522136646,0.00174012553130005
"ITLN2",1.71382000695861,1.899594814851,12.6196334823092,0.000381716170046029,0.00186785594780718
"EPGN",1.05092497675023,-2.51078229857386,12.5074960446075,0.000405322466146362,0.00197182809715293
"RP11-398A8.2",1.23868382805386,-3.53479180771796,12.456998029115,0.000416428681542694,0.00202098616457456
"LY6D",1.46700956069265,0.81293586083699,12.3961682754022,0.000430215744908891,0.00208170593515356
"RP3-417L20.4",1.31163021313981,-3.65897961864563,11.7585580622241,0.000605641260819813,0.00283601769468865
"RP11-111E14.2",1.05618502083469,-3.43025553803954,11.5363724411848,0.000682476765187967,0.00315317519585226
"SERPINB4",1.67112668159299,1.92106505182301,11.4128578033278,0.000729375489721517,0.00334686930848848
"SERPINB3",1.81181523052996,2.75493218837773,10.8178505056721,0.00100526130987764,0.00446915169395921
"RNU2-12P",1.12933955478671,-3.268680048075,10.8157810344423,0.00100638559914694,0.00447352261808995
"AP003471.2",-1.00221800471821,-3.46592777199205,10.6157943931233,0.00112125772907142,0.00492979395508793
"LINCMD1",1.19295793987391,-3.26199776556574,10.4136339370732,0.00125088351983331,0.00543358621797109
"RP11-529J17.3",1.1604334111307,-2.96463151876665,10.3894319656765,0.00126738607469691,0.00549629511934511
"RP1-229K20.5",1.21261743615957,-1.93308323833794,10.1793442964671,0.00142022677956946,0.0060842802172259
"RP1-66C13.4",1.12183844210944,-3.03489408966346,9.96115440981055,0.00159877774086308,0.00676354405857099
"RP11-324F21.1",1.08317856379639,-4.36095630566234,9.94080690901529,0.00161654672133584,0.00683032129950609
"HMGN1P12",1.05120589977875,-3.82317109533372,8.69651687511066,0.0031881868993303,0.0124739570862687
"USMG5P1",1.13664194842925,-2.93704720447894,8.69011412529909,0.0031994059119626,0.0125128329050855
"MEIKIN",1.00033824524463,-3.01142879533317,8.12215731425721,0.00437274937501521,0.0164699951360143
"OLFM4",1.40272919220731,9.49723998249513,7.87933155174818,0.00500029591154025,0.0185695360065348
"IGHV1OR15-6",1.20550599414374,-0.482829620746131,7.48556752478214,0.00621954634330238,0.0224216293085764
"FGB",1.0701242089258,-3.95405553534066,7.01753314639234,0.00807153572003267,0.0280609811381248
"CASP1P1",1.4077446525146,-2.05094541867102,6.94993778075815,0.00838221484319481,0.0290069948570837
"LA16c-312E8.2",1.10893565710077,-3.80115451646543,5.96110540900042,0.0146248689733819,0.0464913542530255
